message,severity,attributes,tags,timestamp
    at /app/node_modules/.pnpm/pusher@5.3.3/node_modules/pusher/lib/requests.js:61:17,error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556084817Z
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5),error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556088887Z
    at async pollLiveFixtures (/app/workers/live-poller/src/poller.ts:168:7),error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556093477Z
    at async main (/app/workers/live-poller/src/index.ts:22:22) {,error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556097717Z
"  name: 'PusherRequestError',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556104717Z
"  message: 'Unexpected status code 400',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556108897Z
"  url: 'https://api.pusherapp.com/apps/2160101/events?auth_key=undefined&auth_timestamp=1783119987&auth_version=1.0&body_md5=9e110b7fe247cbcc12e474f1b25100c2&auth_signature=7c67cb2cf1a0cf585d33cca86b75258df984c18d52a29e225115fb717165e061',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:27.556113037Z
[2026-07-03T23:06:42.662Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=47 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:06:47.554864035Z
[2026-07-03T23:06:57.776Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=48 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:07.524355203Z
[2026-07-03T23:07:12.887Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=49 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:12.892917731Z
  [details] fixture=1565179 events=1 lineups=0,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891029590Z
  [pusher] Failed to trigger for fixture=1565179: Error,error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891034340Z
    at new RequestError (/app/node_modules/.pnpm/pusher@5.3.3/node_modules/pusher/lib/errors.js:13:16),error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891037100Z
    at /app/node_modules/.pnpm/pusher@5.3.3/node_modules/pusher/lib/requests.js:61:17,error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891039939Z
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5),error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891043099Z
    at async pollLiveFixtures (/app/workers/live-poller/src/poller.ts:168:7),error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891045539Z
    at async main (/app/workers/live-poller/src/index.ts:22:22) {,error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891048219Z
"  name: 'PusherRequestError',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891050739Z
"  message: 'Unexpected status code 400',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891054079Z
"  url: 'https://api.pusherapp.com/apps/2160101/events?auth_key=undefined&auth_timestamp=1783120048&auth_version=1.0&body_md5=9d83a1ba004981952940106d03516c76&auth_signature=8b371ddc607ad2fdecb79826c04cb799534d9cc180c7287611a5f7e476f3061a',",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891057019Z
"  error: undefined,",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891060709Z
"  status: 400,",error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891063599Z
  body: 'auth_key should be a valid app key\n',error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891066439Z
},error,"{""level"":""error""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891070089Z
  [delta] fixture=1565179 changes=[minute] score=1-0 status=2H min=47,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891072929Z
[2026-07-03T23:07:28.435Z] live=3 tracked=1 updated=1 api_calls=2 total_calls=51 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:32.891075639Z
[2026-07-03T23:07:43.539Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=52 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:52.891321381Z
[2026-07-03T23:07:58.662Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=53 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:07:58.665965392Z
[2026-07-03T23:08:13.769Z] live=3 tracked=1 updated=0 api_calls=1 total_calls=54 next_tick=15s,info,"{""level"":""info""}","{""project"":""d79e25f1-5943-40f8-9bfc-f49b5cd52661"",""environment"":""22aae29e-b218-4b6d-a721-0e2fa3502636"",""service"":""d07536ed-0505-44a6-9618-9364ff28d4b7"",""deployment"":""aa24851e-2fd6-40b1-8cdb-642986a61cf4"",""replica"":""d0ff12fb-e4e8-4ba6-964c-15d8a4ef2b18""}",2026-07-03T23:08:18.554264973Z
